superclase;type;code;titulo;titulo_en;definiciones;competencias;definiciones_en;tasks_include;inversa
ocupaciones;clase;2512;Desarrolladores de software;Software Developers;"Los desarrolladores de software investigan, analizan y evalúan los requisitos de aplicaciones de software y sistemas operativos nuevos o existentes, y diseñan, desarrollan, prueban y mantienen soluciones de
software para satisfacer dichos requisitos.";"a)	investigar, analizar y evaluar requisitos para aplicaciones de software y sistemas operativos;
b)	investigar, diseñar y desarrollar sistemas de software informático;
c)	consultar con personal de ingeniería para evaluar interfaces entre hardware y software; d)	desarrollar y dirigir procedimientos de prueba y validación de software; (
e)	modificar programas informáticos existentes para corregir errores, adaptarlos a nuevos equipos o actualizar interfaces y mejorar el rendimiento; f)
dirigir la programación de programas informáticos y la elaboración de documentación;
g)	evaluar, desarrollar, actualizar y documentar procedimientos de mantenimiento de sistemas operativos, entornos de comunicaciones y aplicaciones informáticas;
h)	consultar a los clientes sobre el mantenimiento de sistemas informáticos.";Software developers research, analyse and evaluate requirements for existing or new software applications and operating systems, and design, develop, test and maintain software solutions to meet these requirements.;"Tasks include -
(a)   researching, analysing and evaluating requirements for software applications and operating systems;
(b)  researching, designing, and developing computer software systems;
(c)  consulting with engineering staff to evaluate interfaces between hardware and software;
(d)  developing and directing software testing and validation procedures;
(e)  modifying existing software to correct errors, to adapt it to new hardware or to upgrade interfaces and improve performance;
(f)  directing software programming and development of documentation;
(g)  assessing, developing, upgrading and documenting maintenance procedures for operating systems, communications environments and applications software;
(h)  consulting with customers concerning maintenance of software system.";
ocupaciones;clase;2513;Desarrolladores Web y multimedia;Web and Multimedia Developers;"Los profesionales del desarrollo web y multimedia combinan conocimientos técnicos y de diseño para investigar, analizar, evaluar, diseñar, programar y modificar sitios web y aplicaciones que combinan texto, gráficos, animaciones,
imágenes, audio y vídeo y otros medios interactivos.";"a)	analizar, diseñar y desarrollar sitios de Internet aplicando una mezcla de arte y creatividad con lenguajes de programación de software y scripting e interfaces con entornos operativos;
b)	diseñar y desarrollar animaciones digitales, imágenes, presentaciones, juegos, clips de audio y vídeo y aplicaciones de Internet utilizando software multimedia, herramientas y utilidades, gráficos interactivos y lenguajes de programación; (
c)	comunicarse con especialistas en redes sobre cuestiones relacionadas con la web, como la seguridad y el alojamiento de sitios web, para controlar y aplicar la seguridad de Internet y de los servidores web, la asignación de espacio, el acceso de los usuarios, la continuidad de las actividades, las copias de seguridad de los sitios web y la planificación de la recuperación en caso de catástrofe;
d)	diseñar, desarrollar e integrar código informático con otras aportaciones especializadas, como archivos de imagen, archivos de audio y lenguajes de programación, para producir, mantener y dar soporte a sitios web;
e)	ayudar a analizar, especificar y desarrollar estrategias de Internet, metodologías basadas en la web y planes de desarrollo.";Web and multimedia development professionals combine design and technical knowledge to research, analyse, evaluate, design, programme and modify websites and applications that draw together text, graphics, animations, imaging, audio and video displays and other interactive media.;"Tasks include -
(a)  analysing, designing and developing Internet sites by applying a mixture of artistry and creativity with software programming and scripting languages and interfacing with operating environments;
(b)  designing and developing digital animations, imaging, presentations, games, audio and video clips, and Internet applications using multimedia software, tools and utilities, interactive graphics and programming languages;
(c)  communicating with network specialists regarding web-related issues, such as security and hosting web sites, to control and enforce Internet and web server security, space allocation, user access, business continuity, web site backup and disaster recovery planning; 
(d)  designing, developing and integrating computer code with other specialised inputs, such as image files, audio files and scripting languages, to produce, maintain and support web sites;
(e)   assisting in analysing, specifying and developing Internet strategies, web-based methodologies and development plans.";
ocupaciones;clase;2514;Programadores de aplicaciones;Applications Programmers;"Los programadores de aplicaciones escriben y mantienen código programable descrito en instrucciones y especificaciones técnicas para aplicaciones de software y sistemas
operativos.";"(a)	escribir y mantener el código del programa descrito en las instrucciones y especificaciones de acuerdo con las normas de calidad acreditadas;
(b)	revisar, reparar o ampliar los programas
existentes para aumentar la eficiencia operativa o adaptarse a nuevos requisitos;
(c)	realizar pruebas de funcionamiento de programas y aplicaciones de software para confirmar que producirán la información deseada;
(d)	recopilar y escribir la documentación del desarrollo del programa;
(e)	identificar y comunicar problemas técnicos, procesos y soluciones.";Applications programmers write and maintain programmable code outlined in technical instructions and specifications for software applications and operating systems.;"Tasks include -
(a)  writing and maintaining programme code outlined in instructions and specifications in accordance with quality accredited standards;
(b)  revising, repairing or expanding existing programmes to increase operating efficiency or adapt to new requirements;
(c)  conducting trial runs of programmes and software applications to confirm that they will produce the desired information;
(d)  compiling and writing documentation of programme development;
(e)  identifying and communicating technical problems, processes and solutions.";
ocupaciones;clase;2519;Desarrolladores y analistas de software y multimedia y analistas no clasificados bajo otros epígrafes;Software and Applications Developers and Analysts Not Elsewhere Classified;"Este grupo de unidades incluye a los desarrolladores y analistas de software y aplicaciones no clasificados en el grupo menor 251: Desarrolladores y analistas de software y aplicaciones. Por
ejemplo, el grupo incluye a los profesionales especializados en garantía de calidad, incluidas las pruebas de software.";"(a)	desarrollar y documentar planes de pruebas de software;
(b)	instalar software y hardware y configurar el software del sistema operativo como preparación para las pruebas;
(c)	verificar que los programas funcionan de acuerdo con los requisitos del usuario y las directrices establecidas;
(d)	ejecutar, analizar y documentar los resultados de las pruebas de aplicaciones de software y de los sistemas de información y telecomunicaciones;
(e)	desarrollar e implementar políticas, procedimientos y guiones de pruebas de software y sistemas de información.";This unit group covers software and applications developers and analysts not classified elsewhere in Minor Group 251: Software and Applications Developers and Analysts. For instance, the group includes those professionals specializing in quality assurance including software testing.;"In such cases tasks would include -
(a)  developing and documenting software testing plans;
(b)  installing software and hardware and configuring operating system software in preparation for testing;
(c)  verifying that programmes function according to user requirements and established guidelines;
(d)  executing, analysing and documenting results of software application tests and information and telecommunication systems tests;
(e)  developing and implementing software and information system testing policies, procedures and scripts.";
ocupaciones;clase;252;Especialistas en bases de datos y en redes de computadores;Database and Network Professionals;"Los profesionales de bases de datos y redes diseñan, desarrollan, controlan, mantienen y respaldan el rendimiento óptimo y la seguridad de los sistemas e infraestructuras de tecnologías de la información, incluidas bases de datos, hardware y software, redes y sistemas
operativos.";"diseño y desarrollo de arquitectura de bases de datos, estructuras de datos, diccionarios y convenciones de nomenclatura para proyectos de sistemas de información; diseño, construcción, modificación, integración, implementación y prueba de sistemas de gestión de bases de datos; desarrollo e implementación de planes de seguridad, política de administración de datos, documentación y normas; mantenimiento y administración de redes informáticas y entornos informáticos relacionados; análisis, desarrollo, interpretación y evaluación de especificaciones complejas de diseño y arquitectura de sistemas, modelos de
datos y diagramas en el desarrollo, configuración e integración de sistemas informáticos.";Database and network professionals design, develop, control, maintain and support the optimal performance and security of information technology systems and infrastructure, including databases, hardware and software, networks and operating systems.;"Tasks performed usually include: designing and developing database architecture, data structures,  dictionaries and naming conventions for information systems projects; designing, constructing, modifying, integrating, implementing and testing database management systems; developing and implementing security plans, data administration policy, documentation and standards; maintaining and administering computer networks and related computing environments; analysing, developing, interpreting and evaluating complex system design and architecture specifications, data models and diagrams in the development, configuration and integration of computer systems.";
ocupaciones;clase;2521;Diseñadores y administradores de bases de datos;Database Designers and Administrators;"Los diseñadores y administradores de bases de datos diseñan, desarrollan, controlan, mantienen y respaldan el
rendimiento y la seguridad óptimos de las bases de datos.";"a) diseñar y desarrollar la arquitectura de bases de datos, estructuras de datos, tablas, diccionarios y convenciones de nomenclatura para proyectos de sistemas de información; b)
diseñar, construir, modificar, integrar, implementar y probar sistemas de gestión de bases de datos;
c) realizar investigaciones y prestar asesoramiento sobre la selección, aplicación e implementación de herramientas de gestión de bases de datos; (d)
desarrollar y aplicar políticas, documentación, normas y modelos de administración de datos;
(e) desarrollar políticas y procedimientos para el acceso y uso de bases de datos y para la copia de seguridad y recuperación de datos; (f) realizar el establecimiento operativo y el mantenimiento preventivo de copias de seguridad, procedimientos de recuperación y aplicar controles de seguridad e integridad.";Database designers and administrators design, develop, control, maintain and support the optimal performance and security of databases.;"Tasks include -
(a)  designing and developing database architecture, data structures, tables, dictionaries and naming conventions for information systems projects;
(b)  designing, constructing, modifying, integrating, implementing and testing database management systems;
(c)  conducting research and providing advice on the selection, application and implementation of database management tools;
(d)  developing and implementing data administration policy, documentation, standards and models;
(e)  developing policies and procedures for database access and usage and for the backup and recovery of data;
(f)  performing the operational establishment and preventive maintenance of backups, recovery procedures, and enforcing security and integrity controls.";
ocupaciones;clase;2522;Administradores de sistemas;Systems Aministrators;"Los administradores de sistemas desarrollan, controlan, mantienen y respaldan el rendimiento y la seguridad
óptimos de los sistemas informáticos.";"a)	mantener y administrar redes informáticas y entornos informáticos relacionados, incluido el hardware informático, el software de sistemas, el software de aplicaciones y todas las configuraciones;
b)	recomendar cambios para mejorar los sistemas y las configuraciones de red, y determinar los requisitos de hardware o software relacionados con dichos cambios;
c)	diagnosticar problemas de hardware y software;
d)	realizar copias de seguridad de datos y operaciones de recuperación de desastres;
e)	operar consolas maestras para supervisar el rendimiento de los sistemas informáticos y las redes, y coordinar el acceso y el uso de las redes informáticas.";Systems administrators develop, control, maintain and support the optimal performance and security of information technology systems.;"Tasks include -
(a)  maintaining and administering computer networks and related computing environments including computer hardware, systems software, applications software and all configurations;
(b)  recommending changes to improve systems and network configurations, and determining hardware or software requirements related to such changes;
(c)  diagnosing hardware and software problems;
(d)  performing data backups and disaster recovery operations;
(e)  operating master consoles to monitor the performance of computer systems and networks, and to coordinate computer network access and use.";
ocupaciones;clase;2523;Profesionales en redes de computadores;Computer Network Professionals;"Los profesionales de redes informáticas investigan, analizan, diseñan, prueban y recomiendan estrategias para la arquitectura y el desarrollo de redes.
Implantan, gestionan, mantienen y configuran hardware y software de red, y supervisan, solucionan problemas y optimizan el rendimiento.";"a)	analizar, desarrollar, interpretar y evaluar especificaciones complejas de diseño y arquitectura de sistemas, modelos de datos y diagramas en el desarrollo, configuración e integración de sistemas informáticos;
b)	investigar, analizar, evaluar y supervisar la infraestructura de red para garantizar que las redes están configuradas para funcionar con un rendimiento óptimo;
c)	evaluar y recomendar mejoras en las operaciones de red y en los sistemas integrados de hardware, software, comunicaciones y operativos; d) proporcionar conocimientos especializados en el apoyo y la resolución de problemas y emergencias de red; e) instalar, configurar, probar, mantener y administrar redes nuevas y actualizadas, aplicaciones de bases de datos de software, servidores y estaciones de trabajo; (
e)
instalar, configurar, probar, mantener y administrar redes, aplicaciones de bases de datos de software, servidores y estaciones de trabajo nuevos y actualizados;
f)	preparar y mantener procedimientos y documentación para el inventario de redes, y registrar el diagnóstico y la resolución de fallos de red, mejoras y modificaciones de las redes e instrucciones de mantenimiento;
g)	supervisar el tráfico y la actividad, la capacidad y el uso de la red para garantizar la integridad continua y el rendimiento óptimo de la red.";Computer network professionals research, analyse, design, test and recommend strategies for network architecture and development. They implement, manage, maintain and configure network hardware and software, and monitor, troubleshoot and optimize performance.;"Tasks include -
(a)  analysing, developing, interpreting and evaluating complex system design and architecture specifications, data models and diagrams in the development, configuration and integration of computer systems;
(b)  researching, analysing, evaluating and monitoring network infrastructure to ensure networks are configured to operate at optimal performance;
(c)  assessing and recommending improvements to network operations and integrated hardware, software, communications and operating systems;
(d)  providing specialist skills in supporting and troubleshooting network problems and emergencies;
(e)  installing, configuring, testing, maintaining and administering new and upgraded networks, software database applications, servers and workstations;
(f)  preparing and maintaining procedures and documentation for network inventory, and recording diagnosis and resolution of network faults, enhancements and modifications to networks and maintenance instructions;
(g)  monitoring network traffic and activity, capacity and usage to ensure continued integrity and optimal network performance.";
ocupaciones;clase;2529;Especialistas en bases de datos y en redes de computadores no clasificados bajo otros epígrafes;Database and Network Professionals Not Elsewhere Classified;"Este grupo de unidades incluye a los profesionales de bases de datos y redes no clasificados en otro lugar del grupo menor 252: Profesionales de bases de datos y redes. Por ejemplo, el grupo incluye a los especialistas en seguridad
de las tecnologías de la información y las comunicaciones.";"(a)	desarrollar planes para salvaguardar los archivos informáticos contra modificaciones accidentales o no autorizadas, destrucción o divulgación y para satisfacer las necesidades de procesamiento de datos de emergencia;
(b)	formar a los usuarios y promover la concienciación sobre la seguridad para garantizar la seguridad del sistema y mejorar la eficiencia del servidor y de la red; (
c) consultar con los usuarios para tratar cuestiones como las necesidades de acceso a los datos informáticos, las violaciones de la seguridad y los cambios de programación;
(d) supervisar los informes actuales sobre virus informáticos para determinar cuándo actualizar los sistemas de protección contra virus; (e)
modificar los archivos de seguridad informática para incorporar nuevos programas, corregir errores o cambiar el estado de acceso individual;
(f)	supervisar el uso de los archivos de datos y regular el acceso para salvaguardar la información de los archivos informáticos;
(g)	realizar evaluaciones de riesgo y ejecutar pruebas del sistema de procesamiento de datos para garantizar el funcionamiento de las actividades de procesamiento de datos y las medidas de seguridad;
(h)	encriptar las transmisiones de datos y erigir cortafuegos para ocultar la información confidencial mientras se transmite y mantener fuera las transferencias digitales contaminadas.";"This unit group includes database and network professionals not classified elsewhere in Minor Group 252: Database and Network Professionals.  	For instance, the group includes information and communications technology security specialists.";"In such cases tasks would include -
(a)  developing plans to safeguard computer files against accidental or unauthorized modification, destruction or disclosure and to meet emergency data processing needs;
(b)  training users and promoting security awareness to ensure system security and to improve server and network efficiency;
(c)  conferring with users to discuss issues such as computer data access needs, security violations, and programming changes;
(d)  monitoring current reports of computer viruses to determine when to update virus protection systems;
(e)  modifying computer security files to incorporate new software, correct errors or change individual access status;
(f)  monitoring use of data files and regulate access to safeguard information in computer files;
(g)  performing risk assessments and executing tests of data processing system to ensure functioning of data processing activities and security measures;
(h)  encrypting data transmissions and erecting firewalls to conceal confidential information as it is being transmitted and to keep out tainted digital transfers.";
ocupaciones;clase;26;Profesionales en derecho, en ciencias sociales y culturales;Legal, Social and Cultural Professionals;"Los profesionales jurídicos, sociales y culturales investigan, mejoran o desarrollan conceptos, teorías y métodos operativos; o aplican conocimientos relacionados con el derecho, el almacenamiento y la recuperación de información y artefactos, la psicología, el bienestar social, la política, la economía, la historia, la religión, las lenguas, la sociología, otras ciencias sociales y las artes y el espectáculo. ";"investigar problemas jurídicos; redactar leyes y reglamentos; asesorar a clientes sobre casos jurídicos; defender y dirigir casos en un tribunal de justicia; presidir procedimientos judiciales en un tribunal de justicia; desarrollar y mantener colecciones de archivos en bibliotecas y galerías; investigar, mejorar o desarrollar conceptos, teorías y métodos
operativos o aplicar conocimientos relacionados con el campo de las ciencias sociales; concebir, crear e interpretar obras literarias y artísticas; interpretar y comunicar noticias, ideas, impresiones y hechos.";"Legal, social and cultural professionals conduct research, improve or develop concepts, theories and operational methods; or apply knowledge relating to the law,  storage and retrieval of information and artefacts, psychology, social welfare, politics, economics, history, religion, languages, sociology, other social sciences, and arts and entertainment. Competent performance in most occupations in this sub-major group requires skills at the fourth ISCO skill level.";"Tasks performed by workers in this sub-major group usually include: conducting research on legal problems; drafting laws and regulations; advising clients on legal cases; pleading and conducting cases in a court of law; presiding over judicial proceedings in a court of law; developing and maintaining library and gallery collections of archives; conducting research, improving or developing concepts, theories and operational methods or applying knowledge relating to the field of social sciences; conceiving, creating and performing in literary and artistic works; interpreting and communicating news, ideas, impressions and facts.";
ocupaciones;clase;261;Profesionales en derecho;Legal Professionals;"Los profesionales del Derecho investigan problemas jurídicos, asesoran a los clientes sobre los aspectos legales de los problemas, defienden casos o llevan a cabo procesamientos en tribunales de justicia, presiden procedimientos judiciales en
tribunales de justicia y redactan leyes y reglamentos.";"prestar asesoramiento jurídico a los clientes, emprender negocios jurídicos en nombre de los clientes y dirigir litigios cuando sea necesario; presidir procedimientos judiciales y dictar sentencias en los tribunales de justicia. Puede incluir la supervisión de otros trabajadores.";Legal professionals conduct research on legal problems, advise clients on legal aspects of problems, plead cases or conduct prosecutions in courts of law, preside over judicial proceedings in courts of law and draft laws and regulations;"Tasks performed usually include: giving clients legal advice, undertaking legal business on clients’ behalf, and conducting litigation when necessary; presiding over judicial proceedings- and pronouncing judgement in courts of law. Supervision of other workers may be included.";
ocupaciones;clase;2611;Abogados;Lawyers;"Los abogados asesoran a sus clientes sobre una gran variedad de temas, redactan documentos jurídicos, representan a sus clientes ante consejos o tribunales administrativos y defienden casos o llevan a cabo procesamientos en tribunales de justicia, o instruyen a abogados para que defiendan casos ante tribunales
superiores de justicia.";"prestar asesoramiento jurídico a los clientes sobre una amplia variedad de temas y emprender negocios jurídicos en nombre de los clientes; b)
investigar principios jurídicos, estatutos y decisiones judiciales anteriores relacionadas con casos específicos;
c)	recopilar pruebas para formular una defensa o iniciar acciones legales, por medios tales como entrevistar a clientes y testigos para determinar los hechos de un caso;
d)	evaluar conclusiones y desarrollar estrategias y argumentos como preparación para la presentación de casos; (
e)	defender los casos de los clientes ante los tribunales de justicia, los juzgados y las juntas administrativas o encargar a los abogados que defiendan los casos ante los tribunales superiores de justicia;
(f)	aceptar escritos y defender los casos ante los tribunales superiores;
(g)	actuar como fiscal en nombre del Gobierno;
(h)	negociar acuerdos en asuntos que impliquen disputas legales;
(i)	redactar legislación y preparar reglamentos gubernamentales basados en leyes existentes;
(j)	redactar documentos legales como contratos, transacciones inmobiliarias y testamentos y preparar declaraciones de opiniones legales.";Lawyers give clients legal advice on a wide variety of subjects, draw up legal documents, represent clients before administrative boards or tribunals and plead  cases or conduct prosecutions in courts of justice, or instruct barristers to plead in higher courts of justice.;"Tasks include -
(a)  giving clients legal advice on a wide variety of subjects and undertaking legal business on clients’ behalf;
(b)  researching legal principles, statutes and previous court decisions related to specific cases;
(c)  gathering evidence to formulate a defence or to initiate legal actions, by such means as interviewing clients and witnesses to ascertain the facts of a case;
(d)  evaluating findings and develop strategies and arguments in preparation for presentation of cases;
(e)  pleading clients’ cases before courts of law, tribunals and administrative boards or instructing barristers to plead in higher courts of justice;
(f)  accepting briefs and pleading in the higher court;
(g)  acting as prosecutor on behalf of the Government;
(h)  negotiating settlements in matters which involve legal disputes;
(i)  drafting legislation and preparing government regulations based on existing laws;
(j)  drawing up legal documents such as contracts, real estate transactions and wills and preparing statements of legal opinions.";
ocupaciones;clase;2612;Jueces;Judges;Los jueces presiden los procedimientos civiles y penales en los tribunales de justicia.;"(a)	presidir juicios y audiencias;
(b)	interpretar y hacer cumplir las normas de procedimiento y dictar resoluciones sobre la admisibilidad de las pruebas;
(c)	determinar los derechos y obligaciones de las partes implicadas y, en los casos juzgados por jurado;
(d)	instruir al jurado sobre las cuestiones de derecho aplicables al caso; (e)
sopesar y considerar las pruebas en los juicios sin jurado y decidir la culpabilidad o inocencia legal o el grado de responsabilidad del acusado o demandado;
(f)	dictar sentencia sobre las personas condenadas en causas penales, determinar los daños y perjuicios u otra reparación adecuada en causas civiles y dictar órdenes judiciales;
(g)	investigar cuestiones jurídicas y redactar opiniones sobre las mismas.";Judges preside over civil and criminal proceedings in courts of law.;"Tasks include -
(a)  presiding over trials and hearings;
(b)  interpreting and enforcing rules of procedure and making rulings regarding the admissibility of evidence;
(c)  determining the rights and obligations of the parties involved, and, in cases tried by jury;
(d)  instructing the jury on points of law that are applicable to the case;
(e)  weighing and considering evidence in non-jury trials and deciding legal guilt or innocence or degree of liability of the accused or defendant;
(f)  passing sentence on persons convicted in criminal cases, determining damages or other appropriate remedy in civil cases and issuing court orders;
(g)  researching legal issues and writing opinions on the issues.";
ocupaciones;clase;2619;Profesionales en derecho no clasificados bajo otros epígrafes;Legal Professionals Not Elsewhere Classified;"Este grupo de unidades abarca a los profesionales del Derecho no clasificados en otro lugar del grupo menor 261: Profesionales del Derecho. Por ejemplo, el grupo incluye a quienes desempeñan funciones jurídicas distintas de la defensa o el enjuiciamiento de causas o la presidencia de procedimientos
judiciales.";"a)	asesorar sobre los aspectos jurídicos de diversos problemas personales, empresariales y administrativos;
b)	redactar documentos jurídicos y contratos;
c)	organizar transmisiones patrimoniales;
d)	determinar, mediante una investigación, las causas de cualquier fallecimiento que no se deba evidentemente a causas naturales.";"This unit group covers legal professionals not classified elsewhere in Minor Group 261: Legal professionals. 	For instance, the group includes those who perform legal functions other than pleading or prosecuting cases or presiding over judicial  proceedings.";"In such cases tasks would include:
(a)  giving advice on legal aspects of various personal, business and administrative problems;
(b)  drawing up legal documents and contracts;
(c)  arranging property transfers;
(d)  determining, by inquest, the causes of any death not obviously due to natural causes.";
ocupaciones;clase;262;Archivistas, bibliotecarios, curadores y afines;Librarians, Archivists and Curators;"Los bibliotecarios, archiveros y conservadores desarrollan y mantienen las colecciones de archivos, bibliotecas, museos, galerías de arte y
establecimientos similares.";"evaluar o desarrollar y organizar el contenido de archivos y objetos de interés histórico, cultural y artístico, y garantizar su custodia y conservación; organizar las colecciones y exposiciones de museos, galerías de arte y establecimientos similares; desarrollar y mantener la colección sistemática de material grabado y publicado y ponerlo a disposición de los usuarios en bibliotecas e instituciones
afines; preparar documentos e informes académicos; realizar investigaciones.";Librarians, archivists and curators develop and maintain the collections of archives, libraries, museums, art galleries, and similar establishments.;"Tasks performed usually include: appraising or developing and organizing the contents of archives and artefacts of historical, cultural and artistic interest, and ensuring their safe-keeping and preservation; organizing the collections of and exhibitions at museums, art galleries and similar establishments; developing and maintaining the systematic collection of recorded and published material and making it available to users in libraries and related institutions; preparing scholarly papers and reports; conducting research.";
ocupaciones;clase;2621;Archivistas y curadores de museos;Archivists and Curators;"Los archiveros y conservadores recopilan, valoran y garantizan la custodia y preservación del contenido de archivos, artefactos y registros de interés histórico, cultural, administrativo y artístico, así como de obras de arte y otros objetos. Planifican, conciben y aplican sistemas de conservación de archivos y documentos de valor
histórico.";"(a)	evaluar y conservar registros con fines administrativos, históricos, jurídicos, probatorios y de otro tipo;
(b)	dirigir o llevar a cabo
la preparación de índices, bibliografías, copias en microfilm y otras ayudas de referencia del material recopilado y ponerlos a disposición de los usuarios;
(c)	investigar el origen, la distribución y el uso de materiales y objetos de interés cultural e histórico;
(d)	organizar, desarrollar y mantener colecciones de artículos artísticos, culturales, científicos o de importancia histórica;
(e)	dirigir o llevar a cabo la clasificación y catalogación de colecciones de museos y galerías de arte y organizar exposiciones; (
f) investigar, tasar, organizar y conservar documentos de valor y significación histórica, tales como documentos gubernamentales, documentos privados, fotografías, mapas, manuscritos y materiales audiovisuales;
(g)	preparar trabajos e informes académicos;
(h)	planificar e implementar la gestión informatizada de archivos y registros electrónicos;
(i)	organizar exposiciones en museos y galerías de arte, publicitar exposiciones y organizar muestras especiales de interés general, especializado o educativo; (j) tasar y adquirir materiales de archivo para crear y desarrollar una colección de archivos con fines de investigación.";Archivists and curators collect, appraise and ensure the safekeeping and preservation of the contents of archives, artefacts and records of historical, cultural, administrative and artistic interest, and of art and other objects. They plan, devise and implement systems for the safekeeping of records and historically valuable documents.;"Tasks include -
(a)  evaluating and preserving records for administrative, historical, legal, evidential and other purposes;
(b)  directing or carrying out the preparation of indexes, bibliographies, microfilm copies and other reference aids to the collected material and making them available to users;
(c)  researching the origin, distribution and use of materials and objects of cultural and historical interest;
(d)  organizing, developing and maintaining collections of artistic, cultural, scientific or historically significant items;
(e)  directing or undertaking classification and cataloguing of museum and art gallery collections and organizing exhibitions;
(f)  researching into, appraising, organizing and preserving historically significant and valuable documents such as government papers, private papers, photographs, maps, manuscripts and audiovisual materials;
(g)  preparing scholarly papers and reports;
(h)  planning and implementing the computerized management of archives and electronic records;
(i)  organizing exhibitions at museums and art galleries, publicizing exhibits and arranging special displays for general, specialized or educational interest;
(j)  appraising and acquiring archival materials to build and develop an archival collection for research purposes.";
ocupaciones;clase;2622;Bibliotecarios, documentalistas y afines;Librarians and Related Information Professionals;"Los bibliotecarios y profesionales de la información afines recopilan, seleccionan, desarrollan, organizan y mantienen las colecciones de la biblioteca y otros depósitos de información, organizan y controlan otros servicios bibliotecarios y proporcionan
información a los usuarios.";"(a)	organizar, desarrollar y mantener una colección sistemática de libros, publicaciones periódicas y otro material impreso o grabado audiovisual y digitalmente;
(b)	seleccionar y recomendar adquisiciones de libros y otro material impreso o grabado audiovisual y digitalmente;
(c)	organizar, clasificar y catalogar el material de la biblioteca;
(d)	gestionar los servicios de préstamo bibliotecario e interbibliotecario y las redes de información;
(e)	recuperar material y proporcionar información a empresas y otros usuarios basándose en la propia colección o en sistemas bibliotecarios y de redes de información; (
f) realizar investigaciones y analizar o modificar los servicios bibliotecarios y de información en función de la evolución de las necesidades de los usuarios;
(g)	concebir y aplicar esquemas y modelos conceptuales para el almacenamiento, la organización, la clasificación y la recuperación de la información;
(h)	preparar trabajos e informes académicos;
(i)	realizar búsquedas de referencia manuales, en línea y en medios interactivos, efectuar préstamos interbibliotecarios y desempeñar otras funciones para ayudar a los usuarios a acceder al material de la biblioteca.";Librarians and related information professionals collect, select, develop, organize and maintain library collections and other information repositories, organize and control other library services and provide information for users.;"Tasks include -
(a)  organizing, developing and maintaining a systematic collection of books, periodicals and other printed or audiovisually and digitally recorded material;
(b)  selecting and recommending acquisitions of books and other printed or audiovisually and digitally recorded material;
(c)  organizing, classifying and cataloguing library material;
(d)  managing library borrowing and interlibrary loan facilities and information networks;
(e)  retrieving material and providing information to business and other users based on the collection itself or on library and information-network systems;
(f)  conducting research and analysing or modifying library and information services in accordance with changes in users' needs;
(g)  devising and implementing schemes and conceptual models for the storage, organization, classification and retrieval of information;
(h)  preparing scholarly papers and reports;
(i)  performing manual, on-line and interactive media reference searches, making interlibrary loans and performing other functions to assist users in accessing library materials.";
ocupaciones;clase;265;Artistas creativos e interpretativos;Creative and Performing Artists;"Los artistas creativos e interpretativos comunican ideas, impresiones y hechos en una amplia gama de medios para conseguir determinados efectos; interpretan una composición, como una partitura musical o un guión, para llevar a cabo o dirigir la actuación; y organizan
la presentación de dicha actuación y de otros eventos mediáticos.";"concebir y crear formas de arte visual; concebir y escribir música original; idear, dirigir, ensayar y actuar en producciones de música, danza, teatro y cine; asumir responsabilidades creativas, financieras y organizativas en la producción de programas de televisión, películas y representaciones escénicas; estudiar guiones, obras de teatro o libros y preparar y ensayar la interpretación; seleccionar y presentar música, vídeos y otro material de entretenimiento para su emisión y realizar anuncios
comerciales y de servicio público.";"Creative and performing artists communicate ideas, impressions and facts in a wide range of media to achieve particular effects; interpret a composition such as a musical score or a script to perform or direct the performance; and host the presentation of such performance and other media events.";"Tasks performed usually include: conceiving and creating visual art forms; conceiving and writing original music; devising, directing, rehearsing and performing in music, dance, theatrical and film productions; assuming creative, financial and organizational responsibilities in the production of television programmes, films, and stage presentations; studying script, play or book and preparing and rehearsing interpretation; selecting and introducing music, videos and other entertainment material for broadcast and making commercial and public service announcements.";
